plazoOperacion,montoCuotaOperacion,ingresosCliente,montoOperacion,gastosCliente,valorVehiculo,numeroCuotasInicioOperacion,edadCliente,codigoProvinciaCliente_10,codigoProvinciaCliente_9,codigoProvinciaCliente_otro,marcaVehiculo_Chery,marcaVehiculo_Chevrolet,marcaVehiculo_DFSK,marcaVehiculo_Hyundai,marcaVehiculo_otro,tipoResidenciaCliente_A,tipoResidenciaCliente_F,tipoResidenciaCliente_otro,claseVehiculo_Camion,codigoNivelEstudiosCliente_P,Es_Bueno
1127,674.72,2512.423058468384,13348.25,1696.99,20990.0,36,54,0,0,1,0,0,1,0,0,0,1,0,1,1,NO
1461,433.08,2500.0,11869.6,400.0,16500.0,48,47,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1108,581.03,8000.0,14148.4,200.0,19790.0,36,52,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1840,826.98,3150.0,25928.03,150.0,36555.0,60,52,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1111,1692.31,11955.10047169811,39937.32,19447.56,58990.0,36,59,0,0,1,0,0,0,1,0,1,0,0,0,0,NO
74,368.64,1100.0,8719.6,200.0,12900.0,36,33,1,0,0,0,1,0,0,0,1,0,0,0,0,SI
1492,494.545,1800.0,13303.6,184.95,17550.0,48,52,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1036,1712.46,2800.0,40331.76,1925.6766509433965,56990.0,36,45,0,0,1,0,0,0,1,0,0,1,0,0,0,SI
740,396.48,2700.0,9359.6,780.0,12990.0,48,47,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
1489,424.345,800.0,11384.6,2283.65,24689.76,48,57,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1856,438.84,1100.0,13481.2,831.868553503788,23490.0,60,69,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
738,1081.73,2500.0,18915.6,831.868553503788,26490.0,24,65,0,1,0,0,0,0,0,1,1,0,0,0,0,SI
1489,346.975,4500.0,7370.84,2094.84,13999.0,48,49,0,0,1,0,0,1,0,0,0,0,1,0,0,NO
1344,687.27,2500.0,19875.6,400.0,26050.0,48,47,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
668,718.26,3284.42,15805.37,150.0,27540.5,36,49,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
31,26569.27,1292.0,26226.0,1188.0982828282824,33690.0,1,61,0,0,1,0,0,0,1,0,1,0,0,0,1,SI
1843,466.195,3502.073231534092,13739.04,1483.87,26300.0,60,56,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1492,629.015,1200.0,12343.32,690.69,20126.2,48,28,0,0,1,0,0,0,1,0,0,1,0,0,1,NO
1479,409.835,1400.0,9209.09,452.31,16399.0,48,68,0,0,1,1,0,0,0,0,1,0,0,0,1,NO
1492,735.12,1800.0,18757.74,300.0,32000.0,48,29,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1125,1065.89,20000.0,24898.06,1188.0982828282824,34566.81,36,46,0,0,1,0,0,0,1,0,0,1,0,0,1,NO
1835,834.875,3090.57,28020.6,440.6,39595.0,60,44,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
73,6440.34,4100.0,12311.47,151.24,39990.0,2,35,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1461,368.33,2512.423058468384,9376.95,3616.48,15340.65,48,47,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1843,763.65,3000.0,21775.6,800.0,28550.0,60,41,1,0,0,0,0,0,0,1,1,0,0,0,1,NO
967,772.88,1500.0,24179.0,200.0,38199.0,60,57,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
181,662.46,2500.0,11011.55,560.0,14390.0,24,30,0,0,1,0,0,0,0,1,0,0,1,0,1,SI
1853,557.075,2430.0,17665.6,250.0,22990.0,60,49,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
469,577.97,2800.0,16260.0,550.0,25834.4,48,63,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1461,438.48,4200.0,11739.2,475.79944868128257,15278.0,48,53,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1336,626.59,2550.0,21015.6,831.868553503788,27590.0,59,62,0,0,1,0,0,0,1,0,0,1,0,0,0,SI
456,695.51,15000.0,17015.69,8000.0,22390.0,37,53,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1099,1222.44,5038.570953984289,29984.73,37.93,39390.0,36,41,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
875,413.11,1700.0,10907.4,300.0,15049.0,48,62,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
1481,142.975,3050.0,15348.4,300.0,19990.0,48,58,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1492,496.82,1730.0,12603.66,830.0,16399.0,48,48,0,1,0,1,0,0,0,0,0,0,1,0,0,NO
1823,28.46,1000.0,10947.4,475.79944868128257,13220.0,60,33,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1846,819.115,60850.0,27015.8,13000.0,32632.62,60,43,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
294,465.055,2512.423058468384,15328.45,242.79,19690.0,60,54,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1829,391.13,500.0,12120.4,50.0,15683.0,60,73,0,1,0,0,1,0,0,0,0,0,1,0,0,SI
1213,793.11,3000.0,24490.2,150.0,34378.0,59,50,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
713,349.85,400.0,9357.6,475.79944868128257,13940.0,48,45,0,0,1,0,1,0,0,0,1,0,0,0,1,SI
756,440.87,2850.0,14072.85,526.96,21435.61,60,49,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1058,370.005,1509.0,12275.4,475.79944868128257,15990.0,59,32,0,1,0,0,1,0,0,0,0,1,0,0,0,SI
1857,64.795,3502.073231534092,17665.6,5216.14,23240.0,60,69,0,0,1,0,0,0,0,1,1,0,0,0,1,NO
1826,456.825,2512.423058468384,13109.82,89.24,16990.0,60,53,0,1,0,1,0,0,0,0,0,1,0,0,0,NO
692,371.8,7482.16,9243.4,475.79944868128257,13885.0,48,62,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
1461,789.5,4400.0,23796.2,831.868553503788,29999.0,48,59,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1843,395.325,3500.0,13523.45,1107.14,16390.0,60,57,0,1,0,0,1,0,0,0,0,0,1,0,1,SI
1480,356.815,1500.0,8807.59,500.0,16399.0,48,76,0,1,0,1,0,0,0,0,0,0,1,0,0,SI
1337,607.565,500.0,18615.6,286.92,27990.0,60,37,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
1824,244.4,2512.423058468384,10080.39,445.72,13546.99,60,65,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
368,1246.675,10000.0,12736.84,5231.55,16690.0,12,51,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1461,2706.5,4500.0,66800.0,3300.0,150000.0,48,38,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1515,892.105,4000.0,24218.6,1188.0982828282824,33990.0,48,64,0,0,1,0,0,0,1,0,0,0,1,1,0,NO
1491,537.625,1300.0,12982.87,500.0,16399.0,48,43,0,1,0,1,0,0,0,0,0,1,0,0,0,NO
1627,485.27,1930.0,16204.3,128.96,22488.2,60,39,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1460,356.8,1500.0,10034.4,475.79944868128257,18590.0,48,47,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1489,278.66,750.0,6647.6,300.55,20222.0,48,32,0,1,0,0,0,0,0,1,1,0,0,0,1,SI
1492,445.01,890.34,11402.15,713.14,15400.01,48,36,0,0,1,0,1,0,0,0,0,1,0,0,1,NO
1295,371.275,1500.0,12125.9,475.79944868128257,15690.0,59,67,0,1,0,0,0,0,0,1,0,1,0,0,0,SI
1434,659.86,1800.0,20426.8,831.868553503788,29990.0,60,65,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1831,337.685,900.0,11106.86,475.79944868128257,17380.8,60,41,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1096,4235.575,12000.0,33983.57,3100.0,49533.11,12,58,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
428,383.62,1600.0,10738.6,475.79944868128257,17630.2,48,35,0,0,1,0,1,0,0,0,1,0,0,0,1,SI
1825,555.73,3130.0,18867.6,1200.0,24590.0,60,67,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1826,500.795,2512.423058468384,14012.82,355.31,19490.0,60,49,0,0,1,0,0,1,0,0,0,1,0,1,0,NO
1850,98.6,1700.0,27115.6,1000.0,36690.0,60,40,1,0,0,0,1,0,0,0,0,0,1,0,0,NO
1284,621.915,3502.073231534092,21223.36,497.58,25669.84,60,39,0,1,0,0,0,0,1,0,1,0,0,0,1,SI
1805,638.06,1500.0,19904.44,279.0,28464.0,59,38,1,0,0,0,0,0,0,1,0,1,0,0,1,SI
742,844.665,1800.0,14715.6,300.0,20290.0,24,72,0,0,1,0,0,0,0,1,0,0,1,0,1,SI
1849,538.34,1200.0,16459.28,831.868553503788,21990.0,60,38,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1515,1221.27,3000.0,35581.77,1500.0,46990.0,49,37,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1830,415.02,2200.0,13831.4,900.0,17695.0,60,38,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1408,196.535,1450.0,10547.19,380.0,13588.79,46,43,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1827,492.8,1280.0,17188.7,95.3,20669.84,60,66,0,1,0,0,0,0,1,0,0,0,1,0,1,NO
338,1194.33,5000.0,28278.54,570.0,37490.0,36,51,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
833,438.49,2500.0,14348.4,475.79944868128257,18990.0,59,58,0,1,0,0,0,0,1,0,1,0,0,0,0,SI
1456,391.96,1500.0,11551.4,475.79944868128257,14990.0,48,43,0,1,0,0,0,0,1,0,0,1,0,0,0,SI
1402,666.595,1500.0,21415.6,700.0,27990.0,59,47,1,0,0,0,0,0,0,1,0,1,0,0,0,SI
1839,374.61,427.0,11916.4,50.06,16893.0,60,68,0,1,0,0,1,0,0,0,1,0,0,0,0,NO
1083,538.48,1300.0,11750.36,200.0,17365.0,36,44,0,0,1,0,1,0,0,0,0,0,1,0,1,SI
1858,525.765,12750.0,17893.1,9200.0,23290.0,60,60,0,0,1,0,0,0,1,0,0,1,0,0,1,SI
1843,472.125,1100.0,22915.6,831.868553503788,29990.0,60,37,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1792,331.6,2300.0,10198.12,1141.64,12090.0,59,38,0,1,0,0,1,0,0,0,0,1,0,0,1,SI
1489,394.12,1831.0,10543.4,475.79944868128257,14550.0,48,48,0,1,0,0,0,0,0,1,0,1,0,0,0,NO
1486,677.25,3500.0,18615.6,400.0,25990.0,48,46,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1853,268.645,1500.0,11675.9,395.75,15090.0,60,43,0,1,0,0,1,0,0,0,1,0,0,0,1,NO
1497,487.93,1880.0,13629.66,100.0,22990.0,59,29,0,0,1,0,0,0,0,1,0,1,0,0,1,NO
452,342.13,1650.0,6254.6,730.0,13885.0,36,52,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
153,463.06,4600.0,10348.4,475.79944868128257,19990.0,36,56,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1476,342.18,5500.0,10043.4,1300.0,13885.0,48,66,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1858,760.86,9000.0,24615.6,4500.0,32270.0,60,38,1,0,0,0,0,0,0,1,0,1,0,0,0,NO
990,419.56,2166.0,11304.19,1381.15,16990.0,59,40,0,0,1,1,0,0,0,0,0,0,1,0,0,SI
605,616.785,3502.073231534092,16415.21,1074.29,27989.61,48,59,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1096,657.065,2500.0,15426.8,200.0,20990.0,36,70,1,0,0,0,0,0,0,1,0,0,1,0,1,SI
1826,626.055,3000.0,16026.28,1300.0,23990.0,60,51,1,0,0,0,1,0,0,0,0,1,0,0,1,NO
1868,577.22,2600.0,16415.6,550.0,23990.0,60,49,1,0,0,0,0,0,0,1,0,0,1,0,1,NO
1869,989.89,3000.0,29415.62,1188.0982828282824,38990.02,60,43,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1618,354.05,1350.0,12523.4,444.19,16490.0,53,67,0,0,1,0,1,0,0,0,1,0,0,0,1,SI
999,434.085,1670.38,15823.36,66.52,21219.01,32,37,0,0,1,0,0,0,0,1,0,0,1,0,1,SI
1826,138.15,1200.0,11064.08,475.79944868128257,14690.0,60,38,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1523,1711.71,4300.0,55493.17,1900.0,86000.0,48,41,1,0,0,0,0,0,1,0,0,0,1,0,1,NO
1823,468.82,581.0,14310.56,160.99,19931.66,60,35,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1491,628.905,1000.0,15037.44,1100.0,22583.6,48,34,0,0,1,0,0,0,1,0,0,1,0,0,0,NO
1461,161.815,1300.0,8606.65,339.8,13499.0,48,49,0,0,1,1,0,0,0,0,0,1,0,0,1,NO
846,436.41,1400.0,12226.48,50.97,28790.0,59,54,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1821,345.34,1200.0,10729.03,130.15,13590.0,60,36,0,1,0,0,0,0,1,0,0,0,1,0,1,NO
369,940.75,3730.0,7929.04,155.14,33990.0,12,69,0,1,0,0,0,0,0,1,0,0,1,0,1,SI
1821,531.42,3000.0,17615.6,650.0,22990.0,60,40,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
263,392.41,2000.0,10227.79,700.0,19990.0,59,43,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
1073,589.0,2700.0,16665.6,200.0,24990.0,48,60,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1461,684.85,5500.0,18089.75,1800.0,23488.4,48,41,1,0,0,0,0,0,0,1,0,0,1,0,0,NO
882,275.2,1950.0,9032.4,521.23,11999.0,60,43,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1841,601.98,3502.073231534092,19922.28,462.71,24990.0,60,54,0,1,0,0,0,0,0,1,1,0,0,0,1,NO
1470,261.385,1200.0,6348.4,475.79944868128257,12990.0,48,71,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1828,332.07,20000.0,9769.84,475.79944868128257,18898.0,60,40,0,0,1,0,1,0,0,0,0,1,0,0,1,NO
1095,1107.14,5038.570953984289,27426.8,2396.48,36990.0,36,43,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
342,678.55,2978.0,18623.6,831.868553503788,29399.0,48,59,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1841,415.145,2500.0,16888.96,45.87,21639.44,60,34,0,1,0,0,0,0,0,1,0,0,1,0,0,NO
1492,739.195,2120.0,18735.86,831.868553503788,28490.0,48,60,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1461,567.445,6500.0,15396.18,2948.75,21085.0,48,57,0,0,1,0,0,0,0,1,0,0,1,1,0,NO
1109,1020.285,3000.0,23985.06,100.0,30955.0,36,54,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1490,830.11,10000.0,23415.6,1100.0,32990.0,48,58,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
1492,419.655,32751.4,10888.62,1831.63,15439.48,48,32,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
1485,854.64,559.43,24283.98,225.39,34290.0,48,43,0,0,1,0,1,0,0,0,1,0,0,1,1,NO
1522,719.94,2000.0,18583.47,400.0,25890.0,48,73,0,0,1,0,0,1,0,0,0,0,1,1,1,NO
1101,1456.78,9300.0,42415.6,2200.0,59990.0,48,39,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1858,1023.645,3500.0,32748.49,1939.41,43951.0,60,39,0,0,1,0,1,0,0,0,1,0,0,1,1,NO
762,656.9,2512.423058468384,10439.04,475.79944868128257,21550.0,24,35,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
731,555.52,2850.0,8659.6,475.79944868128257,14290.0,24,44,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1492,895.935,3500.0,23213.84,420.0,37490.0,48,36,1,0,0,0,0,0,0,1,0,1,0,0,0,NO
933,880.22,1404.31,29954.04,2256.44,36490.0,59,53,0,1,0,0,0,0,1,0,0,1,0,0,1,SI
1492,576.18,500.0,13588.84,298.27,20490.0,48,49,0,0,1,0,0,1,0,0,0,1,0,1,1,NO
1076,2655.955,6000.0,67223.8,2152.0,88000.0,36,41,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
651,382.18,1850.0,9236.91,475.79944868128257,11838.21,36,61,0,1,0,0,1,0,0,0,1,0,0,0,0,SI
625,829.79,5038.570953984289,23089.65,8.84,34190.0,48,57,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
760,596.99,1400.0,8771.6,950.34,21990.0,25,55,0,0,1,1,0,0,0,0,1,0,0,0,1,NO
1205,899.93,6500.0,27805.6,1188.0982828282824,36990.0,48,45,0,0,1,0,1,0,0,0,0,0,1,0,1,SI
1846,773.9,2000.0,25214.6,150.0,34990.0,60,69,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1834,524.84,560.0,15590.6,392.58,21565.0,60,53,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
745,1705.065,4656.49,29732.4,1188.0982828282824,46306.8,24,45,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1492,381.21,2000.0,9160.39,799.61,13990.0,48,50,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1826,677.225,3800.0,21436.28,1155.0,30000.0,60,34,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
356,482.76,3000.0,12189.22,789.87,19990.0,48,36,0,0,1,0,0,0,1,0,0,1,0,0,0,SI
1059,664.19,3502.073231534092,18420.0,1374.87,28590.0,47,33,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
761,717.53,1500.0,11728.53,2990.94,20490.0,24,46,0,0,1,0,0,0,0,1,0,0,1,1,1,SI
225,200.69,1142.0,5467.94,100.0,13990.0,60,60,0,0,1,0,0,0,1,0,0,1,0,0,0,SI
1826,604.255,1000.0,19175.41,300.0,24990.0,60,39,0,0,1,0,0,0,0,1,1,0,0,1,0,NO
184,2885.875,12000.0,12143.86,4000.0,13384.08,7,42,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1849,537.69,2400.0,17837.6,866.94,23046.0,60,36,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1825,266.13,700.0,7973.4,130.0,17615.0,60,29,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1808,783.95,1500.0,24690.0,1188.0982828282824,34664.4,59,67,1,0,0,0,0,0,1,0,0,0,1,0,0,SI
1034,598.17,2800.0,18803.8,100.0,24490.0,60,41,0,0,1,0,0,0,0,1,0,0,1,0,1,SI
788,383.39,500.0,9691.86,193.71,15846.0,47,49,0,0,1,0,1,0,0,0,0,1,0,0,1,SI
755,447.72,1268.96,11930.34,501.45,19490.0,48,48,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1104,640.33,2400.31,10502.8,475.79944868128257,14790.0,36,54,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1461,475.69,2197.0,13190.1,475.79944868128257,18331.0,48,47,0,1,0,0,0,0,0,1,1,0,0,0,0,SI
265,441.58,2336.0,11353.4,475.79944868128257,17995.0,48,55,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1836,339.04,660.0,11348.65,159.81,15190.25,60,51,0,1,0,0,1,0,0,0,1,0,0,0,0,NO
1839,757.7,6376.0,23395.5,300.0,38218.0,60,61,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1114,508.73,1755.0,12440.4,100.0,16109.0,36,39,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1484,539.61,1500.0,15442.2,2009.0,19689.6,48,39,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1347,498.11,3000.0,16115.6,1400.0,20990.0,59,35,1,0,0,0,0,0,0,1,1,0,0,0,1,SI
1840,370.225,2932.0,15947.5,1477.11,28810.0,60,67,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1730,624.22,2400.0,17565.38,450.0,28410.0,59,29,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
127,670.04,2800.0,17625.6,300.0,33590.0,48,34,0,0,1,0,0,0,1,0,0,1,0,0,0,SI
752,2045.61,7000.0,37115.6,800.0,48990.0,24,42,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
792,665.67,3280.0,18246.8,831.868553503788,29990.0,60,33,1,0,0,0,0,0,0,1,0,0,1,0,1,SI
737,598.88,14500.0,10723.4,475.79944868128257,13690.0,24,34,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1461,400.37,2000.0,9686.92,475.79944868128257,13846.0,48,48,0,0,1,0,1,0,0,0,0,1,0,0,1,NO
1830,488.47,2512.423058468384,12817.41,976.67,15784.01,60,29,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
41,8492.92,1468.0,8348.4,475.79944868128257,10990.0,1,72,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
515,452.82,2200.0,8529.6,520.0,13600.0,37,39,0,0,1,0,0,0,0,1,0,0,1,0,1,SI
553,361.62,2018.0,11403.4,43.9,16940.0,60,46,0,1,0,0,1,0,0,0,0,0,1,0,0,SI
1476,564.655,2500.0,10743.4,348.68,13885.0,48,46,1,0,0,0,0,0,0,1,1,0,0,0,0,NO
1828,440.31,750.0,14430.31,84.04,21988.71,60,44,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1096,1738.47,7500.0,40316.01,3600.0,58935.0,36,54,0,1,0,0,1,0,0,0,0,0,1,0,0,NO
366,1407.735,3500.0,14250.57,2150.0,26990.0,12,38,1,0,0,0,0,0,1,0,0,1,0,1,1,SI
1096,574.4,2900.0,11950.25,430.0,22500.0,36,34,1,0,0,0,0,0,0,1,0,1,0,0,0,NO
1828,685.35,5038.570953984289,21694.73,1188.0982828282824,37349.76,60,64,0,0,1,0,0,0,1,0,0,0,1,1,1,NO
644,839.16,6000.0,22589.6,1830.0,42164.0,48,49,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1105,220.43,2943.2,6342.02,321.03,15589.64,36,50,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
322,675.24,44160.0,17894.94,831.868553503788,23500.0,48,36,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1492,1041.355,5000.0,29415.6,500.0,43990.0,48,55,1,0,0,0,0,0,0,1,1,0,0,0,0,NO
1493,1139.925,2856.0,22157.48,300.0,34490.0,48,63,0,0,1,0,1,0,0,0,0,0,1,1,0,NO
672,804.975,9500.0,25415.6,2897.0,39990.0,60,62,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
287,548.97,6000.0,14480.6,1815.0,24490.0,48,55,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1525,644.105,3502.073231534092,15787.56,1973.36,25319.0,48,38,0,0,1,0,0,0,0,1,1,0,0,0,1,NO
623,169.51,2000.0,7828.4,475.79944868128257,13884.0,20,42,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
483,543.72,3350.0,17665.6,200.0,22990.0,59,34,1,0,0,0,1,0,0,0,0,0,1,0,1,SI
1130,394.52,2400.0,7028.28,831.868553503788,29602.68,36,44,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1826,435.96,2512.423058468384,12268.82,475.79944868128257,16999.0,60,53,0,1,0,0,0,1,0,0,0,1,0,0,0,NO
1111,484.15,3372.82,10999.17,651.03,16790.0,36,42,0,1,0,0,1,0,0,0,0,1,0,0,0,SI
1831,395.32,2000.0,13523.45,475.79944868128257,16390.0,60,50,0,1,0,0,1,0,0,0,0,0,1,0,1,SI
1461,406.32,1500.0,10415.08,192.41,16390.0,48,53,0,0,1,1,0,0,0,0,0,0,1,0,1,NO
757,3392.99,21000.0,82178.8,1320.2236363636364,128742.0,36,52,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1492,415.01,180.0,11148.11,110.13,14719.0,48,50,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
1784,484.745,2700.0,15685.9,1100.0,20360.3,59,41,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1501,547.855,2017.5,15734.1,831.868553503788,22590.0,48,67,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
365,6880.13,5000.0,11718.46,1000.0,15753.0,2,61,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1570,726.8,3700.0,24911.3,722.18,30656.4,60,37,0,1,0,0,1,0,0,0,0,0,1,0,0,SI
1850,613.04,4500.0,19361.6,2300.0,26936.0,60,43,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
357,429.19,1345.0,9348.4,475.79944868128257,12990.0,36,55,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1522,478.23,1600.0,12160.13,294.34,16850.0,48,38,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
1826,694.06,2100.0,16219.34,400.0,22990.0,60,52,1,0,0,0,0,0,0,1,0,0,1,0,0,NO
1461,411.8,3300.0,10048.91,100.0,16865.0,48,38,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
316,630.5,2950.0,17023.3,450.0,24190.0,48,34,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1198,627.76,512.0,18373.84,137.03,27540.5,59,34,0,0,1,0,1,0,0,0,0,1,0,0,1,NO
1095,184.52,3000.0,11845.21,475.79944868128257,17312.0,36,37,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1461,466.61,2100.0,11009.74,530.0,15700.0,48,34,1,0,0,0,0,0,0,1,0,1,0,0,0,NO
457,395.68,2230.0,10078.4,475.79944868128257,13885.0,48,71,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1483,751.97,986.0,19836.67,1429.44,34490.0,48,67,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1834,595.78,3502.073231534092,19400.31,831.868553503788,24957.0,60,30,0,1,0,0,1,0,0,0,0,1,0,0,1,NO
1835,380.895,1300.0,12686.84,475.79944868128257,15640.33,60,65,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1461,75.875,600.0,8934.6,105.94,16390.0,48,38,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1846,538.78,3750.0,18090.0,1720.0,23664.4,60,76,0,0,1,0,0,0,1,0,0,0,1,0,1,NO
1942,552.76,1227.0,15915.6,671.81,21490.0,63,49,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1486,302.27,1428.0,10348.4,192.65,19990.0,48,33,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
401,471.15,3502.073231534092,16672.02,2.84,33690.0,48,56,0,1,0,0,0,0,1,0,1,0,0,0,1,SI
1124,842.755,2500.0,19095.44,831.868553503788,33669.84,36,36,0,0,1,0,0,0,1,0,0,1,0,0,0,NO
1469,1382.325,1400.0,33460.7,1188.0982828282824,49999.0,48,37,0,0,1,0,0,0,0,1,0,0,1,0,1,NO
915,374.72,2029.0,7628.1,150.06,16399.0,35,35,0,0,1,1,0,0,0,0,0,1,0,0,0,SI
1489,952.07,14544.0,25167.6,1188.0982828282824,32990.0,48,50,0,1,0,0,0,0,0,1,0,0,1,0,0,NO
152,425.98,2175.0,11861.4,633.87,14443.0,48,56,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1842,396.3,1500.0,11970.0,99.99,25990.0,60,32,0,1,0,0,0,0,0,1,0,1,0,0,0,SI
1476,913.83,800.0,24747.06,700.0,31488.96,48,48,0,0,1,0,0,0,0,1,0,1,0,1,0,NO
