plazoOperacion,montoCuotaOperacion,ingresosCliente,montoOperacion,gastosCliente,valorVehiculo,numeroCuotasInicioOperacion,edadCliente,codigoProvinciaCliente_10,codigoProvinciaCliente_9,codigoProvinciaCliente_otro,marcaVehiculo_Chery,marcaVehiculo_Chevrolet,marcaVehiculo_DFSK,marcaVehiculo_Hyundai,marcaVehiculo_otro,tipoResidenciaCliente_A,tipoResidenciaCliente_F,tipoResidenciaCliente_otro,claseVehiculo_Camion,codigoNivelEstudiosCliente_P,Es_Bueno
1823,389.785,3000.0,12902.8,500.0,18990.0,60,54,0,0,1,0,0,0,1,0,0,0,1,0,0,NO
1486,1505.645,6300.0,32529.08,1188.0982828282824,46603.48,48,27,0,0,1,0,1,0,0,0,0,1,0,1,0,NO
1480,212.25,2512.423058468384,10552.4,475.79944868128257,16990.0,48,34,0,1,0,0,0,0,0,1,1,0,0,0,0,NO
1051,345.34,10000.0,8548.4,7300.0,10990.0,37,50,0,0,1,0,0,0,1,0,0,0,1,0,1,SI
1399,304.195,1176.0,8858.8,475.79944868128257,12890.0,48,46,0,1,0,0,0,0,1,0,0,1,0,0,1,SI
1461,704.735,3000.0,19612.8,200.0,26590.0,48,61,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
762,619.325,340.0,9844.69,60.66,20990.0,24,50,0,0,1,0,0,0,1,0,0,1,0,0,0,SI
1480,351.485,6000.0,9112.64,475.79944868128257,11754.24,48,72,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1470,812.525,5038.570953984289,26111.25,728.91,36799.03,60,42,0,0,1,0,0,0,0,1,1,0,0,0,1,NO
1492,546.355,1200.0,12853.76,249.17,18800.5,48,28,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1831,584.16,8000.0,13854.65,475.79944868128257,17995.0,60,33,0,1,0,0,0,0,0,1,0,1,0,0,0,NO
1461,471.15,2000.0,12169.0,475.79944868128257,19990.0,48,36,0,0,1,0,0,0,1,0,0,1,0,0,0,NO
1826,407.945,2512.423058468384,11179.86,475.79944868128257,16990.0,60,36,0,1,0,1,0,0,0,0,0,1,0,0,0,NO
1681,415.565,1800.0,13963.41,124.03,18151.26,60,36,0,1,0,0,1,0,0,0,0,1,0,0,0,SI
348,1097.22,5038.570953984289,26115.6,546.15,35690.0,36,32,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1461,436.27,400.0,10969.14,400.0,14496.0,48,61,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1118,970.46,5000.0,22790.0,1800.0,34364.4,36,52,1,0,0,0,0,0,1,0,0,0,1,0,1,SI
1469,384.61,350.0,10779.4,70.0,14050.0,48,43,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1522,346.08,2000.0,12725.48,221.4,20130.0,48,30,0,0,1,0,0,0,0,1,0,1,0,0,1,NO
1491,333.43,1245.0,9597.95,65.31,14990.0,60,60,0,1,0,1,0,0,0,0,0,0,1,0,0,SI
387,640.05,1800.0,20989.6,467.0,27464.0,59,37,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1396,381.25,720.0,11171.6,831.868553503788,24816.0,60,44,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1138,579.66,1200.0,13679.54,1398.24,32990.0,47,43,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1840,387.415,400.0,12360.65,475.79944868128257,18465.0,60,46,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1529,531.44,2000.0,16520.0,500.0,29264.4,60,29,1,0,0,0,0,0,1,0,0,0,1,0,0,SI
1827,370.145,1500.0,10724.65,475.79944868128257,13855.06,60,59,0,0,1,0,0,0,0,1,1,0,0,0,1,NO
1837,588.215,1200.0,18824.24,767.0,30664.4,60,28,0,0,1,0,0,0,1,0,0,1,0,0,0,NO
1836,370.195,2512.423058468384,12182.15,1361.61,15765.0,60,41,0,1,0,0,1,0,0,0,1,0,0,0,0,NO
288,669.85,6500.0,19495.6,1200.0,30570.0,60,30,1,0,0,0,0,0,0,1,0,1,0,0,1,SI
1461,305.38,600.0,7411.25,132.18,16800.0,48,36,0,0,1,0,0,0,0,1,1,0,0,0,1,NO
1830,351.77,921.0,12298.81,195.05,13890.67,60,54,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
349,512.39,2500.0,16915.6,950.0,21990.0,60,41,1,0,0,0,0,0,0,1,1,0,0,0,1,SI
1461,855.965,4000.0,24484.05,2554.07,31930.0,48,56,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1812,474.17,2280.0,14288.96,831.868553503788,26863.36,59,49,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1461,741.445,3500.0,18699.62,821.3,27289.44,48,39,1,0,0,0,1,0,0,0,0,0,1,1,0,NO
1124,1582.545,5038.570953984289,35097.88,1863.18,49648.4,36,42,0,0,1,0,0,0,1,0,1,0,0,1,0,NO
1558,525.55,1000.0,16723.6,269.89,30298.0,60,38,0,0,1,0,1,0,0,0,1,0,0,0,1,SI
554,5549.57,10000.0,150000.0,6500.0,132500.0,36,53,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1478,550.53,5000.0,15186.99,4000.0,28490.0,48,39,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1463,377.57,1700.0,10348.6,475.79944868128257,13990.2,48,63,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1855,825.65,4500.0,26510.4,870.0,33990.0,60,46,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1867,902.605,1600.0,27415.6,300.0,36990.0,60,42,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1471,786.455,400.0,20828.95,150.0,40506.0,48,65,0,1,0,0,1,0,0,0,0,0,1,0,1,NO
366,1188.49,4000.0,11537.2,640.0,30490.0,12,66,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
197,422.68,4500.0,8037.2,831.868553503788,29990.0,36,42,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
483,406.28,2512.423058468384,9387.49,323.91,15340.65,36,56,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
185,916.65,4700.0,29774.81,150.0,37988.4,59,37,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
216,684.77,2000.0,19143.36,831.868553503788,30107.36,48,35,0,0,1,0,0,0,1,0,0,1,0,0,0,SI
207,1365.89,5038.570953984289,24071.37,6.57,33115.44,24,63,0,0,1,0,0,0,1,0,1,0,0,0,0,NO
1491,612.08,3502.073231534092,14504.34,196.13,22990.0,48,33,0,1,0,0,0,0,1,0,0,1,0,0,0,NO
1461,619.12,700.0,16119.34,250.0,22990.0,48,43,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
1461,401.42,1500.0,10373.9,427.5,17064.41,48,57,0,0,1,0,1,0,0,0,0,1,0,0,1,NO
312,283.765,1050.0,11728.81,262.54,13890.67,59,59,0,0,1,0,1,0,0,0,1,0,0,0,1,SI
1831,353.0,1800.0,11394.4,307.47,15940.0,60,35,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1461,307.185,5100.0,8721.25,2700.0,12500.0,48,31,1,0,0,0,1,0,0,0,0,1,0,0,0,NO
1312,320.69,1200.0,9360.76,98.41,14390.0,59,42,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1826,426.29,1500.0,12029.86,1400.0,16990.0,60,46,0,1,0,1,0,0,0,0,0,0,1,0,0,NO
1046,890.625,800.0,25415.6,400.0,38990.0,48,43,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1841,501.03,1462.0,16733.67,560.7,20600.4,60,46,0,1,0,0,0,0,1,0,1,0,0,0,1,NO
1832,293.87,1380.0,8664.45,475.79944868128257,11876.05,60,49,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1474,426.995,2512.423058468384,11439.4,2245.84,14775.0,48,46,0,1,0,0,1,0,0,0,1,0,0,0,0,NO
1830,511.605,3502.073231534092,14385.6,347.18,21490.0,60,38,0,0,1,0,0,0,0,1,0,1,0,0,1,NO
1491,687.185,6500.0,16746.28,1088.51,23810.0,48,38,0,0,1,0,0,0,0,1,0,1,0,1,1,NO
1826,496.53,3200.0,14502.21,600.0,29066.8,60,59,0,0,1,0,0,0,1,0,0,0,1,0,1,SI
1479,401.065,1180.0,11445.68,475.79944868128257,18590.0,48,33,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
814,335.8,2400.0,8603.21,475.79944868128257,13560.0,48,68,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1845,924.225,10100.0,29356.95,4900.0,38904.6,60,46,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
196,559.91,6500.0,12990.0,2948.75,29990.0,48,57,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1231,310.97,1000.0,10148.4,150.0,14790.0,59,36,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
1489,3504.335,6500.0,70310.6,1320.2236363636364,115360.0,48,48,0,0,1,0,1,0,0,0,1,0,0,1,0,NO
1840,533.495,3000.0,17215.6,1200.0,22490.0,60,29,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
499,534.65,2020.0,17390.0,895.0,22664.4,60,43,0,0,1,0,0,0,1,0,0,0,1,0,0,SI
1491,448.07,12000.0,11036.71,142.0,16731.0,48,30,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
770,588.8,3700.0,17584.95,450.0,24490.0,60,38,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
993,660.77,2500.0,16654.39,1350.0,35890.0,48,64,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
755,299.84,1500.0,8970.0,600.0,15990.0,60,51,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1835,377.2,1207.0,11348.4,200.0,15990.0,60,69,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
714,544.78,2700.0,16219.34,600.0,22990.0,60,50,0,0,1,0,0,0,0,1,0,0,1,0,1,SI
1126,278.495,1000.0,4213.12,780.0,11990.0,36,43,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1850,694.27,5038.570953984289,21925.6,826.17,36500.0,60,63,0,1,0,0,1,0,0,0,0,0,1,0,0,NO
1080,594.425,3500.0,14593.4,800.0,18990.0,36,39,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1099,523.845,6000.0,11858.4,1600.0,16500.0,36,51,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
497,665.705,3000.0,19086.1,831.868553503788,24880.5,47,43,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1832,400.85,1200.0,10719.4,150.0,15940.0,60,39,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
974,299.75,1292.0,7859.6,475.79944868128257,10490.0,47,37,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
611,575.84,2800.0,9269.08,700.0,14900.0,24,49,1,0,0,0,0,0,0,1,0,0,1,0,0,SI
1492,445.33,2286.0,11339.67,1116.51,19190.0,48,36,0,0,1,0,0,0,0,1,0,1,0,1,1,NO
1821,386.16,2512.423058468384,11369.4,475.79944868128257,16940.0,60,49,0,1,0,0,1,0,0,0,0,0,1,0,0,NO
1492,375.045,3502.073231534092,19999.02,831.868553503788,28790.0,48,66,0,1,0,0,0,1,0,0,0,1,0,1,0,NO
1847,364.13,600.0,10991.4,475.79944868128257,15190.0,60,48,0,1,0,0,1,0,0,0,1,0,0,0,0,NO
512,754.085,1200.0,23962.72,276.05,32970.3,59,44,0,0,1,0,0,0,1,0,0,0,1,0,1,SI
1492,425.63,1600.0,9643.15,9.82,14390.0,48,41,0,0,1,0,0,0,0,1,0,1,0,0,1,NO
1461,363.275,2600.0,10427.63,500.0,14700.0,48,50,1,0,0,0,0,0,0,1,0,1,0,0,0,NO
1461,922.85,5100.0,19640.84,650.0,30990.0,48,35,1,0,0,0,0,0,1,0,0,0,1,0,0,NO
1831,436.135,2512.423058468384,13902.8,278.73,19990.0,60,56,0,0,1,0,0,0,1,0,0,1,0,0,1,SI
949,707.08,11500.0,16226.8,200.0,22290.0,36,74,1,0,0,0,0,0,0,1,0,0,1,0,1,SI
1835,432.15,2500.0,13148.4,300.0,17290.0,60,54,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1829,214.765,2512.423058468384,13136.4,425.8,17290.0,60,53,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1063,404.66,1500.0,12722.8,475.79944868128257,16489.4,60,54,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1827,352.535,1300.0,11806.4,468.65,15390.0,60,42,0,1,0,0,1,0,0,0,1,0,0,0,0,NO
1098,1600.56,3000.0,11015.6,600.0,30590.0,12,46,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
1852,697.35,4000.0,22228.6,200.0,31148.0,60,46,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1826,338.93,2000.0,11617.19,630.0,15058.79,60,50,1,0,0,0,0,0,0,1,1,0,0,0,0,NO
140,274.76,1100.0,7869.08,255.0,11000.0,48,46,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1282,636.655,1400.0,21329.04,1331.67,27990.0,60,55,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
1847,727.285,1500.0,24831.05,450.0,29944.6,60,54,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1480,593.74,1820.0,15813.67,400.0,21990.0,48,43,0,0,1,0,0,0,1,0,0,1,0,0,0,NO
1843,375.825,3380.1,12523.4,1490.42,16490.0,60,44,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1828,401.99,1325.0,11750.4,475.79944868128257,15190.0,60,67,0,1,0,0,1,0,0,0,0,0,1,0,1,NO
722,364.995,1000.0,6161.4,290.12,13128.0,25,38,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1461,107.865,2900.0,11869.08,350.0,16500.0,48,61,1,0,0,0,0,0,0,1,0,0,1,0,0,NO
683,424.53,2000.0,11900.79,475.79944868128257,16489.39,60,41,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
1859,797.92,4100.0,26247.5,784.59,33690.0,60,38,0,0,1,0,0,0,1,0,1,0,0,0,0,NO
158,443.05,1500.0,8923.4,2.38,15565.0,36,58,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
302,590.3,2100.0,15981.2,200.0,29990.0,48,34,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
154,389.8,10800.0,12853.39,475.79944868128257,16854.99,60,55,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
739,1186.455,8000.0,21026.0,1188.0982828282824,34990.0,24,51,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
616,890.46,4000.0,25089.55,1188.0982828282824,39663.95,48,68,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1843,369.71,2500.0,12073.67,200.0,15460.27,60,31,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1859,968.265,2500.0,27715.6,1188.0982828282824,38990.0,60,47,0,0,1,0,0,0,0,1,0,1,0,0,0,NO
635,346.66,1800.0,11148.4,250.0,15790.0,60,50,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1852,634.78,3502.073231534092,20465.6,319.75,30040.0,60,32,0,1,0,0,1,0,0,0,0,1,0,0,0,NO
1489,404.985,1750.0,10450.23,229.11,16390.0,48,38,0,1,0,1,0,0,0,0,0,0,1,0,0,NO
1828,427.24,3375.0,13848.4,430.0,19490.0,60,37,1,0,0,0,0,0,0,1,0,0,1,0,1,SI
1387,600.63,2720.0,16930.0,400.0,26490.0,48,67,0,0,1,0,0,0,1,0,0,0,1,0,0,SI
1841,551.82,2226.0,18720.6,831.868553503788,23790.0,60,42,0,0,1,0,1,0,0,0,0,1,0,0,0,NO
1826,397.605,3600.0,10675.25,475.79944868128257,15090.0,60,57,0,1,0,0,1,0,0,0,0,0,1,0,0,NO
1826,455.615,1800.0,13166.96,475.79944868128257,17065.0,60,30,0,1,0,0,1,0,0,0,0,0,1,0,0,NO
1110,522.575,3500.0,12761.59,475.79944868128257,16589.75,36,52,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
672,316.12,5120.0,10098.4,2550.0,12990.0,59,33,1,0,0,0,0,0,1,0,0,0,1,0,0,SI
231,842.42,3120.0,14722.6,831.868553503788,27297.0,24,41,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
364,325.01,2987.13,9979.0,475.79944868128257,17999.0,60,56,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1842,812.48,2000.0,25215.6,900.0,35490.0,60,38,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
43,11818.14,1200.0,11607.4,300.0,14690.0,1,55,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1839,351.29,2800.0,11440.4,81.17,16011.0,60,45,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1844,113.385,1500.0,13868.68,475.79944868128257,18590.0,60,55,0,1,0,0,0,0,1,0,1,0,0,0,1,NO
329,1047.21,5500.0,24963.74,300.0,33100.0,36,39,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
414,339.71,1500.0,11174.6,475.79944868128257,14490.0,60,65,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1295,307.115,3000.0,13202.8,562.24,17290.0,42,69,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1128,661.095,4700.0,14426.8,2500.0,28990.0,36,52,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1492,459.155,2464.0,12048.4,1279.04,18990.0,48,47,0,1,0,0,0,0,0,1,1,0,0,0,0,SI
661,343.81,1495.0,8970.0,475.79944868128257,14990.0,48,71,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1824,492.5,3502.073231534092,17087.47,831.868553503788,20544.4,60,33,0,1,0,0,0,0,1,0,1,0,0,0,1,SI
1522,417.74,2512.423058468384,10004.92,116.84,15000.0,49,63,0,0,1,1,0,0,0,0,0,1,0,0,1,NO
543,321.95,4200.0,10553.4,328.0,13995.0,60,47,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
828,306.89,2512.423058468384,9944.93,2501.78,13340.0,59,46,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
553,1166.81,4100.0,20158.83,350.0,34990.0,24,39,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1483,139.285,3700.0,22076.83,200.0,33650.1,48,37,0,0,1,0,0,0,1,0,1,0,0,1,0,NO
505,350.1,1600.0,11598.8,100.0,14990.0,60,40,0,0,1,0,0,0,1,0,1,0,0,0,1,SI
790,484.04,2470.0,10149.6,1000.0,16300.0,37,55,1,0,0,0,0,0,1,0,1,0,0,1,0,SI
1487,360.47,13000.0,10510.4,2000.0,13547.0,48,66,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
28,11398.99,2512.423058468384,11265.8,2743.57,14790.0,2,65,0,0,1,0,0,0,0,1,1,0,0,0,1,SI
203,443.16,1800.0,12554.22,4.75,18594.8,60,34,0,0,1,0,0,0,1,0,0,1,0,0,0,NO
1492,425.85,1200.0,11677.33,129.17,14719.0,48,67,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1004,1627.14,5038.570953984289,40886.31,1383.18,44879.32,48,74,0,0,1,0,0,0,0,1,0,0,1,0,1,NO
1826,448.935,2512.423058468384,12804.62,475.79944868128257,19490.0,60,60,0,1,0,0,0,1,0,0,0,1,0,1,0,SI
1134,483.46,1100.0,11458.8,475.79944868128257,16490.0,36,34,0,0,1,0,0,0,0,1,0,1,0,0,0,SI
1096,951.675,1340.0,13036.8,200.0,22000.0,36,41,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1110,282.575,2100.0,20526.0,300.0,27990.0,36,72,0,0,1,0,0,0,1,0,1,0,0,1,1,SI
536,576.32,3000.0,12436.8,831.868553503788,29999.0,36,37,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1462,416.24,2550.0,10548.88,976.16,13675.17,48,57,0,0,1,0,1,0,0,0,1,0,0,0,1,NO
1830,111.515,2512.423058468384,13457.15,123.1,17465.0,60,50,0,1,0,0,1,0,0,0,1,0,0,0,1,NO
773,929.225,4500.0,16026.0,831.868553503788,29990.0,24,53,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1457,901.415,7000.0,28279.6,4100.0,43054.0,60,33,1,0,0,0,0,0,0,1,0,1,0,0,0,SI
1476,434.79,2512.423058468384,11948.4,475.79944868128257,15590.0,48,71,0,1,0,0,0,0,0,1,1,0,0,0,0,NO
173,927.87,2000.0,27171.44,1300.0,38490.0,59,46,0,0,1,0,1,0,0,0,0,0,1,1,1,SI
1461,307.11,1127.0,8269.6,200.0,12900.0,48,41,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1830,337.75,2512.423058468384,11636.84,1164.86,14290.0,60,41,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1461,61.735,2700.0,11069.08,475.79944868128257,15300.0,48,31,0,0,1,0,0,0,0,1,0,1,0,0,1,NO
1841,1095.685,4000.0,24415.6,1188.0982828282824,34990.0,60,32,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1127,917.225,3770.0,15867.84,1213.57,22990.0,36,34,0,0,1,0,0,0,1,0,0,0,1,0,1,NO
1565,725.74,3255.0,20155.6,200.0,30730.0,51,59,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1828,380.805,1144.0,12098.4,150.0,16740.0,60,35,0,0,1,0,1,0,0,0,0,1,0,0,1,NO
1491,434.56,1130.0,11495.38,1123.32,14849.0,48,36,0,0,1,0,1,0,0,0,0,1,0,0,1,NO
1836,295.465,3502.073231534092,17087.47,20.69,20544.4,60,51,0,1,0,0,0,0,1,0,0,1,0,0,1,NO
1854,697.14,4190.0,23123.6,831.868553503788,29999.0,60,48,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
498,443.0,1612.0,10952.8,475.79944868128257,14990.0,47,40,0,0,1,0,0,0,1,0,0,1,0,0,0,SI
965,841.685,7000.0,23383.6,1188.0982828282824,36583.0,48,50,0,1,0,0,1,0,0,0,0,1,0,0,0,SI
1173,360.04,1100.0,8659.6,475.79944868128257,15290.0,48,52,0,0,1,0,0,0,1,0,1,0,0,0,1,SI
679,404.19,3500.0,11448.4,1419.65,14790.0,48,67,0,1,0,0,0,0,0,1,0,0,1,0,0,SI
1461,479.32,2000.0,12027.68,300.0,18165.0,48,54,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
931,407.56,1700.0,12469.6,400.0,18308.0,60,45,0,0,1,0,0,0,1,0,1,0,0,0,1,SI
1398,452.54,1255.0,13170.0,320.0,19990.0,48,35,1,0,0,0,0,0,0,1,1,0,0,0,0,SI
1095,667.77,10000.0,15069.6,6500.0,14700.0,36,54,1,0,0,0,0,0,0,1,0,0,1,0,0,NO
731,383.45,1200.0,5331.42,475.79944868128257,9538.98,24,47,0,0,1,0,1,0,0,0,1,0,0,0,0,NO
1833,376.19,2000.0,12948.4,475.79944868128257,16790.0,60,32,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1478,917.09,2500.0,25723.95,1818.05,36690.0,48,50,0,0,1,0,1,0,0,0,0,1,0,1,1,NO
685,1048.47,2500.0,17589.36,1188.0982828282824,42163.76,25,38,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1850,474.65,3502.073231534092,15645.11,409.85,20665.11,60,36,0,0,1,0,0,0,1,0,1,0,0,0,0,NO
421,606.16,6000.0,19059.11,2600.0,30790.0,60,63,1,0,0,0,0,0,0,1,0,0,1,0,1,SI
1461,615.76,5000.0,15639.6,1380.0,21500.0,48,27,1,0,0,0,0,0,0,1,0,0,1,0,1,NO
1841,332.255,1800.0,10906.9,155.34,15190.0,60,55,0,1,0,0,1,0,0,0,0,0,1,0,0,NO
1492,441.09,1400.0,11821.92,237.65,15690.0,48,35,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
951,427.965,1200.0,13526.68,100.0,17440.0,60,32,0,0,1,0,1,0,0,0,0,1,0,0,0,SI
707,770.26,3550.0,18415.6,1679.32,23990.0,36,37,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
1101,414.69,800.0,8153.6,500.56,28707.6,36,62,0,0,1,0,0,0,1,0,1,0,0,0,0,SI
1461,640.365,2000.0,17610.46,905.9,26400.0,48,41,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
1490,257.165,500.0,6318.04,200.0,13396.0,48,75,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
402,330.4,2512.423058468384,10519.94,454.92,17899.0,13,44,0,0,1,0,0,1,0,0,1,0,0,0,0,SI
1102,486.115,2512.423058468384,10148.4,475.79944868128257,14790.0,36,31,0,1,0,0,0,0,0,1,1,0,0,0,1,NO
1829,510.795,2500.0,17104.04,791.27,21990.0,60,32,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
737,678.55,5000.0,11589.6,500.0,21164.0,24,48,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1637,323.98,1600.0,9579.26,705.0,13546.99,60,35,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1845,579.495,1200.0,18215.6,200.0,24790.0,60,57,0,1,0,0,0,0,0,1,0,0,1,0,1,NO
186,421.98,2136.15,13641.32,772.0,19250.0,59,33,0,0,1,0,1,0,0,0,0,0,1,0,0,NO
1487,485.91,1430.0,12728.54,563.84,20190.0,48,41,0,0,1,0,0,0,0,1,0,0,1,0,1,NO
1492,618.95,3600.0,15695.44,1712.02,23720.23,48,35,0,0,1,0,0,0,1,0,0,0,1,0,1,NO
1405,414.36,2512.423058468384,13348.4,496.4,18990.0,59,44,0,1,0,0,1,0,0,0,0,1,0,0,0,SI
1845,514.72,2512.423058468384,13569.65,240.88,17615.0,60,69,0,1,0,0,1,0,0,0,0,0,1,0,1,NO
1843,557.655,1800.0,12064.4,475.79944868128257,15250.0,60,27,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1619,417.61,1200.0,11002.33,475.79944868128257,17899.0,59,32,0,0,1,0,0,1,0,0,0,0,1,0,0,NO
1466,710.98,1500.0,20059.2,831.868553503788,29200.0,48,48,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
1116,949.025,3502.073231534092,22898.96,2143.45,28790.0,36,37,0,0,1,0,0,0,0,1,0,0,1,0,1,NO
1842,547.45,900.0,17405.6,42.33,24980.0,60,32,0,1,0,0,1,0,0,0,1,0,0,0,0,NO
1461,498.525,2050.0,10859.6,200.0,14990.0,48,27,0,0,1,0,0,0,0,1,1,0,0,0,0,NO
1850,356.175,2512.423058468384,10364.84,309.23,16993.0,60,59,0,0,1,0,0,0,0,1,1,0,0,0,1,NO
1406,823.4,2100.0,21499.6,1188.0982828282824,33990.0,47,33,0,0,1,0,0,0,1,0,0,0,1,0,1,SI
1846,331.07,1800.0,9470.0,1000.0,26544.4,60,44,1,0,0,0,0,0,0,1,0,0,1,0,0,NO
1492,472.39,1200.0,12070.87,617.75,16706.0,48,41,0,0,1,0,1,0,0,0,0,0,1,0,1,NO
1838,636.05,700.0,21429.04,9.53,27990.0,60,57,0,0,1,0,0,0,0,1,0,0,1,0,0,NO
503,467.87,1979.07,10364.6,475.79944868128257,13995.0,36,52,0,0,1,0,0,0,0,1,1,0,0,0,0,SI
1827,568.665,2400.0,19317.6,1100.0,25190.0,60,64,0,1,0,0,1,0,0,0,0,0,1,0,0,NO
1474,351.585,3500.0,9948.4,1900.0,13790.0,48,55,0,0,1,0,0,0,0,1,0,0,1,0,0,SI
581,600.44,2480.0,18152.28,200.0,24990.0,59,53,1,0,0,0,0,0,0,1,0,0,1,0,1,SI
1461,415.585,3234.0,9892.91,1700.0,15390.0,48,43,0,0,1,0,1,0,0,0,0,0,1,0,0,SI
1836,403.015,1400.0,12216.4,132.64,16940.0,60,52,0,1,0,0,1,0,0,0,0,1,0,0,0,SI
1832,373.55,2300.0,12623.4,938.38,15590.0,60,33,0,0,1,0,1,0,0,0,1,0,0,0,0,SI
